"subj" "item" "cond" "rt"
"138" 6 9 2 1003.93356148415
"139" 6 10 1 1001.24651623918
"140" 6 10 2 1022.90066605611
"141" 6 11 1 1017.73965457055
"142" 6 11 2 1017.00481609743
"143" 6 12 1 1013.42581170321
"144" 6 12 2 1012.2001639553
"145" 7 1 1 1015.84412398087
"146" 7 1 2 1043.86662857164
"147" 7 2 1 1008.17418186392
"148" 7 2 2 1028.98071146019
"149" 7 3 1 1010.02284239461
"150" 7 3 2 1017.695723746
"151" 7 4 1 974.795463608644
"152" 7 4 2 975.784111530146
"153" 7 5 1 1016.82577746596
"154" 7 5 2 1017.39958559192
"155" 7 6 1 1019.00531678052
"156" 7 6 2 1008.99189220755
"157" 7 7 1 1003.01122655127
"158" 7 7 2 1005.46868726846
"159" 7 8 1 1010.64200475133
"160" 7 8 2 1032.07652229847
"161" 7 9 1 994.975821143418
"162" 7 9 2 998.528069774825
"163" 7 10 1 1007.92595608511
"164" 7 10 2 1019.81411266278
"165" 7 11 1 1009.52816466409
"166" 7 11 2 1036.02685478622
"167" 7 12 1 995.504669041822
"168" 7 12 2 987.407292994688
"169" 8 1 1 1002.83563677278
"170" 8 1 2 1029.55302347691
"171" 8 2 1 1014.53479430824
"172" 8 2 2 1031.46256129233
"173" 8 3 1 1009.9216699508
"174" 8 3 2 1028.68124473184
"175" 8 4 1 993.932168723347
"176" 8 4 2 1015.19195853321
"177" 8 5 1 1019.37934158142
"178" 8 5 2 1020.85799806993
"179" 8 6 1 1009.30528319559
"180" 8 6 2 1009.05523383879
"181" 8 7 1 999.098909752969
"182" 8 7 2 1025.78306050906
"183" 8 8 1 1006.94752155689
"184" 8 8 2 1036.2555996369
"185" 8 9 1 1013.08860328335
"186" 8 9 2 1007.02889395076
"187" 8 10 1 999.915284353413
"188" 8 10 2 1012.52532421497
"189" 8 11 1 1005.62779182745
"190" 8 11 2 1042.23546633234
"191" 8 12 1 1012.83733037369
"192" 8 12 2 1007.66886788679
"193" 9 1 1 989.462490212722
"194" 9 1 2 1016.39224219569
"195" 9 2 1 1002.42356919137
"196" 9 2 2 985.449273209513
"197" 9 3 1 996.417403939717
"198" 9 3 2 997.707886329303
"199" 9 4 1 951.327243600896
"200" 9 4 2 989.574456787415
"201" 9 5 1 990.28260754838
"202" 9 5 2 1007.09107328413
"203" 9 6 1 1008.71529491125
"204" 9 6 2 998.010122465231
"205" 9 7 1 981.445810283884
"206" 9 7 2 1009.55566694966
"207" 9 8 1 998.925099656504
"208" 9 8 2 1031.37754675017
"209" 9 9 1 996.584535817517
"210" 9 9 2 993.619538887706
"211" 9 10 1 997.524548139716
"212" 9 10 2 1006.68912956079
"213" 9 11 1 993.962484852243
"214" 9 11 2 1005.29740647772
"215" 9 12 1 992.789687301877
"216" 9 12 2 983.825128337077
"217" 10 1 1 985.881502572855
"218" 10 1 2 1023.56632504466
"219" 10 2 1 1009.93813259528
"220" 10 2 2 1003.37494851318
"221" 10 3 1 997.977328089792
"222" 10 3 2 989.810790995779
"223" 10 4 1 979.087658804601
"224" 10 4 2 987.386496380537
"225" 10 5 1 1003.39597929114
"226" 10 5 2 996.285356570321
"227" 10 6 1 1006.83843570399
"228" 10 6 2 977.181143363772
"229" 10 7 1 996.115236929572
"230" 10 7 2 1006.16683963644
"231" 10 8 1 993.492808201979
"232" 10 8 2 1012.32809774873
"233" 10 9 1 976.622552950492
"234" 10 9 2 988.307515055159
"235" 10 10 1 988.454088926322
"236" 10 10 2 996.943337452629
"237" 10 11 1 1000.56214839349
"238" 10 11 2 1002.73258361936
"239" 10 12 1 995.290271452681
"240" 10 12 2 980.953917662772
"241" 11 1 1 1007.7153515048
"242" 11 1 2 1035.58163068918
"243" 11 2 1 1000.64271238338
"244" 11 2 2 1025.9363577429
"245" 11 3 1 990.240416309096
"246" 11 3 2 999.77061528772
"247" 11 4 1 968.566882337405
"248" 11 4 2 996.739637246774
"249" 11 5 1 1013.14702682862
"250" 11 5 2 1040.93877477186
"251" 11 6 1 990.678252891478
"252" 11 6 2 1007.83347563736
"253" 11 7 1 996.487262308767
"254" 11 7 2 1024.73335365262
"255" 11 8 1 993.565970977779
"256" 11 8 2 1024.57399986466
"257" 11 9 1 1000.11255767695
"258" 11 9 2 1006.1712481567
"259" 11 10 1 996.821005918789
"260" 11 10 2 1014.42814484647
"261" 11 11 1 995.60745685141
"262" 11 11 2 1031.23493753339
"263" 11 12 1 1016.01074110805
"264" 11 12 2 1021.58219368118
"265" 12 1 1 1019.31062269688
"266" 12 1 2 1044.69383923876
"267" 12 2 1 1017.66635958584
"268" 12 2 2 1010.96939492232
"269" 12 3 1 1005.43559608884
"270" 12 3 2 1027.91626632414
"271" 12 4 1 1002.0141465689
"272" 12 4 2 1023.56214893743
"273" 12 5 1 1013.64821330471
"274" 12 5 2 1040.97736709537
"275" 12 6 1 1028.25122320321
"276" 12 6 2 1011.29555072217
"277" 12 7 1 1012.75022425276
"278" 12 7 2 1021.84293807334
"279" 12 8 1 1010.45317819267
"280" 12 8 2 1012.89440539291
"281" 12 9 1 1007.96176886885
"282" 12 9 2 1030.96030687168
"283" 12 10 1 1006.95998235231
"284" 12 10 2 1023.08171161625
"285" 12 11 1 1014.70505187741
"286" 12 11 2 1053.47964530496
"287" 12 12 1 1008.1251739752
"288" 12 12 2 1023.200603893
"289" 13 1 1 1014.2231284136
"290" 13 1 2 1016.10978208854
"291" 13 2 1 1008.8276322449
"292" 13 2 2 993.109537295805
"293" 13 3 1 983.728181467118
"294" 13 3 2 990.740866722098
"295" 13 4 1 948.789146796906
"296" 13 4 2 981.241194244509
"297" 13 5 1 1018.88829199452
"298" 13 5 2 994.144974694349
"299" 13 6 1 1007.03835545171
"300" 13 6 2 972.752911849392
"301" 13 7 1 993.941875527434
"302" 13 7 2 1001.67602432146
"303" 13 8 1 965.790050178495
"304" 13 8 2 998.192327987562
"305" 13 9 1 967.34443932071
"306" 13 9 2 978.480460606677
"307" 13 10 1 991.220870481789
"308" 13 10 2 1007.29630489314
"309" 13 11 1 1002.17094736063
"310" 13 11 2 1018.62753578141
"311" 13 12 1 996.620918145092
"312" 13 12 2 1002.40752980503
"313" 14 1 1 999.62338002753
"314" 14 1 2 1040.03282248098
"315" 14 2 1 1022.93866645937
"316" 14 2 2 1018.12051672489
"317" 14 3 1 1022.65569559489
"318" 14 3 2 1004.95841803741
"319" 14 4 1 971.832635509369
"320" 14 4 2 1015.75714702039
"321" 14 5 1 1012.4839440594
"322" 14 5 2 1013.03165990262
"323" 14 6 1 986.89537613284
"324" 14 6 2 1017.89057334058
"325" 14 7 1 1008.7203715823
"326" 14 7 2 1021.35312786629
"327" 14 8 1 1006.43999778289
"328" 14 8 2 1033.82651940223
"329" 14 9 1 993.401877259907
"330" 14 9 2 1031.90224504913
"331" 14 10 1 1007.89083246485
"332" 14 10 2 1015.2784124061
"333" 14 11 1 1019.38341004784
"334" 14 11 2 1037.17424818708
"335" 14 12 1 1010.27763555163
"336" 14 12 2 1001.84558364413
"337" 15 1 1 1008.82458432637
"338" 15 1 2 1061.51246141876
"339" 15 2 1 1028.28366747806
"340" 15 2 2 1046.52828782523
"341" 15 3 1 1004.83892737556
"342" 15 3 2 1029.3710399379
"343" 15 4 1 983.969762752169
"344" 15 4 2 1021.12080702176
"345" 15 5 1 1028.78425188526
"346" 15 5 2 1040.12014202052
"347" 15 6 1 1009.7107672195
"348" 15 6 2 1008.43317028395
"349" 15 7 1 1000.89511323416
"350" 15 7 2 1029.41061542483
"351" 15 8 1 1003.00610334502
"352" 15 8 2 1051.82995712833
"353" 15 9 1 991.559421353485
"354" 15 9 2 1029.52471252309
"355" 15 10 1 1002.88750923058
"356" 15 10 2 1026.59364485606
"357" 15 11 1 1019.50229295886
"358" 15 11 2 1049.65499560948
"359" 15 12 1 1002.63628291243
"360" 15 12 2 1049.86024934595
"361" 16 1 1 1029.05468554716
"362" 16 1 2 1029.56035415326
"363" 16 2 1 1046.80424180697
"364" 16 2 2 1020.21681947808
"365" 16 3 1 1013.06083613047
"366" 16 3 2 1026.53589073628
"367" 16 4 1 1008.7161551981
"368" 16 4 2 989.425398829922
"369" 16 5 1 1013.41254747373
"370" 16 5 2 1024.54399693517
"371" 16 6 1 1027.90574400287
"372" 16 6 2 1017.99771510929
"373" 16 7 1 1017.66453964437
"374" 16 7 2 1010.45552890148
"375" 16 8 1 1007.9449988839
"376" 16 8 2 1004.67718118303
"377" 16 9 1 1045.33278505459
"378" 16 9 2 1007.48097103435
"379" 16 10 1 1000.36941921906
"380" 16 10 2 1003.47592821044
"381" 16 11 1 1039.31728348353
"382" 16 11 2 1036.00235779246
"383" 16 12 1 1018.40130886542
"384" 16 12 2 1014.64123245036
"385" 17 1 1 990.545085834098
"386" 17 1 2 1032.02355970313
"387" 17 2 1 1013.76758711275
"388" 17 2 2 984.368836479291
"389" 17 3 1 1024.6345201937
"390" 17 3 2 993.810058794338
"391" 17 4 1 984.424783150348
"392" 17 4 2 994.03161729988
"393" 17 5 1 1007.90946844006
"394" 17 5 2 1014.02286405313
"395" 17 6 1 1013.93588598017
"396" 17 6 2 1000.1862098605
"397" 17 7 1 998.5083129343
"398" 17 7 2 1006.20129710518
"399" 17 8 1 1000.28048139163
"400" 17 8 2 1002.26776648972
"401" 17 9 1 1012.43006774513
"402" 17 9 2 1011.7382093394
"403" 17 10 1 1006.34880642598
"404" 17 10 2 1014.54270952075
"405" 17 11 1 1019.61649635053
"406" 17 11 2 999.948559826229
"407" 17 12 1 1003.26638958972
"408" 17 12 2 990.577471895409
"409" 18 1 1 993.029966585653
"410" 18 1 2 1017.09519060434
"411" 18 2 1 1004.12066648441
"412" 18 2 2 1018.38652805041
"413" 18 3 1 969.92923448792
"414" 18 3 2 1007.12436072156
"415" 18 4 1 962.050486260684
"416" 18 4 2 988.235872392003
"417" 18 5 1 1022.38605910766
"418" 18 5 2 992.411486605188
"419" 18 6 1 985.166570441465
"420" 18 6 2 968.935230339528
"421" 18 7 1 983.647766138568
"422" 18 7 2 1003.28776291234
"423" 18 8 1 985.682758818604
"424" 18 8 2 1005.51214869014
"425" 18 9 1 995.020634507843
"426" 18 9 2 1001.20178923628
"427" 18 10 1 1001.12006732376
"428" 18 10 2 1003.99071376364
"429" 18 11 1 974.467158348922
"430" 18 11 2 1018.41583861406
"431" 18 12 1 995.465629851204
"432" 18 12 2 1009.57648472904
"433" 19 1 1 966.547949921793
"434" 19 1 2 1017.66997286841
"435" 19 2 1 1000.05592895685
"436" 19 2 2 1019.5082947814
"437" 19 3 1 997.697038660926
"438" 19 3 2 1004.28685016504
"439" 19 4 1 965.273759760012
"440" 19 4 2 979.171037410223
"441" 19 5 1 983.965747710777
"442" 19 5 2 1001.38054247739
"443" 19 6 1 960.347010441351
"444" 19 6 2 987.290841196481
"445" 19 7 1 1000.31218849404
"446" 19 7 2 1012.12552385533
"447" 19 8 1 987.582786111787
"448" 19 8 2 1001.68934628841
"449" 19 9 1 974.975475031177
"450" 19 9 2 1010.1842081779
"451" 19 10 1 994.640432985645
"452" 19 10 2 998.159137729951
"453" 19 11 1 975.017768494079
"454" 19 11 2 1016.96899540302
"455" 19 12 1 990.660181971317
"456" 19 12 2 992.811979670187
"457" 20 1 1 1032.79272588557
"458" 20 1 2 1049.02819591263
"459" 20 2 1 1024.86764122252
"460" 20 2 2 1026.40047547484
"461" 20 3 1 1028.61939129589
"462" 20 3 2 1031.11219601857
"463" 20 4 1 977.917560846413
"464" 20 4 2 1021.93035004221
"465" 20 5 1 1030.37153195087
"466" 20 5 2 1050.54558840614
"467" 20 6 1 1019.54975896088
"468" 20 6 2 1018.09640386558
"469" 20 7 1 1030.64770340353
"470" 20 7 2 1018.91290910524
"471" 20 8 1 1013.44314185532
"472" 20 8 2 1061.95623184125
"473" 20 9 1 1013.60221105353
"474" 20 9 2 1011.18851023952
"475" 20 10 1 1002.96148514938
"476" 20 10 2 1017.29710412237
"477" 20 11 1 1000.83378597655
"478" 20 11 2 1029.63526923379
"479" 20 12 1 1025.14530235774
"480" 20 12 2 1028.91897551729
"481" 21 1 1 993.656845195835
"482" 21 1 2 1026.04509873239
"483" 21 2 1 1010.28867943611
"484" 21 2 2 1014.65132398135
"485" 21 3 1 999.659390338044
"486" 21 3 2 1003.62234995274
"487" 21 4 1 971.664010808055
"488" 21 4 2 978.221514622196
"489" 21 5 1 1005.83006054691
"490" 21 5 2 976.735591345401
"491" 21 6 1 996.514491221136
"492" 21 6 2 1002.63490375414
"493" 21 7 1 1005.79651629486
"494" 21 7 2 1014.49047630436
"495" 21 8 1 982.833901219585
"496" 21 8 2 1010.05177178145
"497" 21 9 1 1002.80508108788
"498" 21 9 2 999.677171065316
"499" 21 10 1 989.701403098091
"500" 21 10 2 1012.33073926977
"501" 21 11 1 975.685284112962
"502" 21 11 2 1021.26812970721
"503" 21 12 1 976.710415240817
"504" 21 12 2 1010.62114895278
"505" 22 1 1 1033.2081969881
"506" 22 1 2 1027.74008639723
"507" 22 2 1 1030.31059560494
"508" 22 2 2 1016.97252573468
"509" 22 3 1 1016.94671997058
"510" 22 3 2 1001.50436134705
"511" 22 4 1 988.137798251017
"512" 22 4 2 992.372241417213
"513" 22 5 1 1005.26296294199
"514" 22 5 2 1013.92961396355
"515" 22 6 1 1012.14831711834
"516" 22 6 2 995.401536198445
"517" 22 7 1 1020.65168086218
"518" 22 7 2 1000.69578094176
"519" 22 8 1 982.993233485867
"520" 22 8 2 1031.47685269586
"521" 22 9 1 1015.95139614329
"522" 22 9 2 1009.92670149611
"523" 22 10 1 1009.6484638726
"524" 22 10 2 995.196324187015
"525" 22 11 1 1003.21140241459
"526" 22 11 2 1029.09376801039
"527" 22 12 1 996.207846842147
"528" 22 12 2 1008.72531928683
"529" 23 1 1 1021.2396178991
"530" 23 1 2 1012.6559067013
"531" 23 2 1 1006.33476652718
"532" 23 2 2 1016.83104410829
"533" 23 3 1 1002.66235207398
"534" 23 3 2 1007.78819017111
"535" 23 4 1 995.026548167298
"536" 23 4 2 989.339358778506
"537" 23 5 1 1016.93107534237
"538" 23 5 2 1020.33024673307
"539" 23 6 1 1010.22288138473
"540" 23 6 2 981.704472251976
"541" 23 7 1 980.892356652752
"542" 23 7 2 1011.42477970168
"543" 23 8 1 1003.90890787018
"544" 23 8 2 1009.11734102441
"545" 23 9 1 1002.42319931095
"546" 23 9 2 1023.93264864038
"547" 23 10 1 1002.26895137662
"548" 23 10 2 1029.05865788096
"549" 23 11 1 1017.35082266876
"550" 23 11 2 1025.77066378116
"551" 23 12 1 1005.30386000983
"552" 23 12 2 997.359579516597
"553" 24 1 1 1024.15506637006
"554" 24 1 2 1031.01764811116
"555" 24 2 1 1029.86926787328
"556" 24 2 2 1008.57636582368
"557" 24 3 1 992.682588693741
"558" 24 3 2 1010.42673633862
"559" 24 4 1 977.1968158077
"560" 24 4 2 1007.52301810341
"561" 24 5 1 1015.56829250826
"562" 24 5 2 1010.7696590789
"563" 24 6 1 1011.29084973309
"564" 24 6 2 985.11386416006
"565" 24 7 1 1022.71546237357
"566" 24 7 2 991.915328249939
"567" 24 8 1 986.073953963009
"568" 24 8 2 990.1159998356
"569" 24 9 1 996.30470414381
"570" 24 9 2 984.931085396834
"571" 24 10 1 999.418723023708
"572" 24 10 2 1003.75708173001
"573" 24 11 1 989.750245054197
"574" 24 11 2 990.65109418492
"575" 24 12 1 1004.6835052412
"576" 24 12 2 995.876835837426
"577" 25 1 1 1034.65907486944
"578" 25 1 2 1035.22779274024
"579" 25 2 1 1013.42514596203
"580" 25 2 2 1018.20517797897
"581" 25 3 1 1001.92223882099
"582" 25 3 2 1007.45627976686
"583" 25 4 1 979.101996762036
"584" 25 4 2 987.059363645444
"585" 25 5 1 1005.52885354501
"586" 25 5 2 1019.69927648302
"587" 25 6 1 990.329471232859
"588" 25 6 2 1006.65366551197
"589" 25 7 1 991.013629759678
"590" 25 7 2 1012.83878006971
"591" 25 8 1 985.004745013378
"592" 25 8 2 1024.31808666178
"593" 25 9 1 999.907419914442
"594" 25 9 2 1006.10638937933
"595" 25 10 1 1000.67769636798
"596" 25 10 2 1008.08472727136
"597" 25 11 1 1011.1513675815
"598" 25 11 2 1009.33131705537
"599" 25 12 1 1000.05501588699
"600" 25 12 2 1017.15406680042
